date,spy_close,spy_200d_ma,spy_pct_from_252d_high,vix,synth_3x_qqq_nav_proxy,trend_only_position,trend_plus_vix_gate_position,trend_plus_trailing_stop_position
2000-01-21,90.74,84.95,-1.74,20.82,472709.37,SYNTH_3X_QQQ,SYNTH_3X_QQQ,BIL_EXTENDED (stopped)
2000-01-24,88.17,84.97,-4.53,24.07,404548.05,SYNTH_3X_QQQ,SYNTH_3X_QQQ,BIL_EXTENDED (stopped)
2000-01-25,89.17,84.99,-3.44,23.02,422745.75,SYNTH_3X_QQQ,SYNTH_3X_QQQ,BIL_EXTENDED (stopped)
2000-01-26,88.46,85.01,-4.21,23.03,371591.11,SYNTH_3X_QQQ,SYNTH_3X_QQQ,BIL_EXTENDED (stopped)
2000-01-27,88.11,85.04,-4.59,23.54,387971.0,SYNTH_3X_QQQ,SYNTH_3X_QQQ,BIL_EXTENDED (stopped)
2000-01-28,85.36,85.05,-7.57,26.14,329318.49,SYNTH_3X_QQQ,SYNTH_3X_QQQ,BIL_EXTENDED (stopped)
2000-01-31,87.68,85.08,-5.06,24.95,371667.99,SYNTH_3X_QQQ,BIL_EXTENDED,BIL_EXTENDED (stopped)
2000-02-01,88.54,85.12,-4.12,23.45,401568.66,SYNTH_3X_QQQ,SYNTH_3X_QQQ,BIL_EXTENDED (stopped)
2000-02-02,88.62,85.15,-4.04,23.12,411773.09,SYNTH_3X_QQQ,SYNTH_3X_QQQ,BIL_EXTENDED (stopped)
2000-02-03,89.95,85.18,-2.59,22.01,459973.35,SYNTH_3X_QQQ,SYNTH_3X_QQQ,BIL_EXTENDED (stopped)
2000-02-04,89.58,85.21,-3.0,21.54,469340.21,SYNTH_3X_QQQ,SYNTH_3X_QQQ,BIL_EXTENDED (stopped)
2000-02-07,89.44,85.23,-3.15,22.79,488796.49,SYNTH_3X_QQQ,SYNTH_3X_QQQ,BIL_EXTENDED (stopped)
2000-02-08,90.66,85.26,-1.83,21.25,550187.52,SYNTH_3X_QQQ,SYNTH_3X_QQQ,BIL_EXTENDED (stopped)
