Date,equal_weight,risk_parity,regime_routed,"tqqq_trend_trailing_stop_10pct (synth, 1999+)",sixty_forty (2002+),trend_following_spy_200d (1993+),buy_hold_spy
1993-03-24,,,,,,100000.0,102616.12295138811
1993-03-25,,,,,,100000.0,103259.19893572024
1993-03-26,,,,,,100000.0,102687.51622798607
1993-03-29,,,,,,100000.0,103116.35715510299
1993-03-30,,,,,,100000.0,103402.10383339055
1993-03-31,,,,,,100000.0,103330.67899826608
1993-04-01,,,,,,100000.0,102973.33391295826
1993-04-02,,,,,,100000.0,100829.59476563969
1993-04-05,,,,,,100000.0,101329.83685898618
1993-04-06,,,,,,100000.0,101043.95605696093
1993-04-07,,,,,,100000.0,101401.23802521575
1993-04-08,,,,,,100000.0,101258.33312754544
1993-04-12,,,,,,100000.0,102687.51622798607
1993-04-13,,,,,,100000.0,102901.95641562359
1993-04-14,,,,,,100000.0,102758.98051126864
1993-04-15,,,,,,100000.0,102758.98051126864
1993-04-16,,,,,,100000.0,102758.98051126864
1993-04-19,,,,,,100000.0,102330.26581825774
1993-04-20,,,,,,100000.0,101830.05528343779
1993-04-21,,,,,,100000.0,101758.58311052357
1993-04-22,,,,,,100000.0,100472.26545959512
1993-04-23,,,,,,100000.0,100043.47975989958
1993-04-26,,,,,,100000.0,99257.459429739
1993-04-27,,,,,,100000.0,100329.37634118806
1993-04-28,,,,,,100000.0,100114.95193281378
1993-04-29,,,,,,100000.0,100543.72974287768
1993-04-30,,,,,,100000.0,100686.65830944288
1993-05-03,,,,,,100000.0,101329.83685898618
1993-05-04,,,,,,100000.0,101687.06359981958
1993-05-05,,,,,,100000.0,101972.92862258156
1993-05-06,,,,,,100000.0,101615.65454395837
1993-05-07,,,,,,100000.0,101401.23802521575
1993-05-10,,,,,,100000.0,101615.65454395837
1993-05-11,,,,,,100000.0,102044.39290586415
1993-05-12,,,,,,100000.0,101901.45644966736
1993-05-13,,,,,,100000.0,100686.65830944288
1993-05-14,,,,,,100000.0,100615.1703572654
1993-05-17,,,,,,100000.0,100972.51544257322
1993-05-18,,,,,,100000.0,100901.00382150087
1993-05-19,,,,,,100000.0,102973.33391295826
1993-05-20,,,,,,100000.0,103259.19893572024
1993-05-21,,,,,,100000.0,102330.26581825774
1993-05-24,,,,,,100000.0,102758.98051126864
1993-05-25,,,,,,100000.0,102973.33391295826
1993-05-26,,,,,,100000.0,104259.66734314998
1993-05-27,,,,,,100000.0,103902.29858894729
1993-05-28,,,,,,100000.0,103402.10383339055
1993-06-01,,,,,,100000.0,104402.58802008354
1993-06-02,,,,,,100000.0,104259.66734314998
1993-06-03,,,,,,100000.0,103902.29858894729
1993-06-04,,,,,,100000.0,103545.09551700874
1993-06-07,,,,,,100000.0,103187.71887317441
1993-06-08,,,,,,100000.0,102258.84098313331
1993-06-09,,,,,,100000.0,102616.12295138811
1993-06-10,,,,,,100000.0,102687.51622798607
1993-06-11,,,,,,100000.0,103116.35715510299
1993-06-14,,,,,,100000.0,102973.33391295826
1993-06-15,,,,,,100000.0,102758.98051126864
1993-06-16,,,,,,100000.0,102973.33391295826
