Date,buy_hold_spy,trend_following_spy,vix_overlay_spy_30,vix_overlay_spy_25,sixty_forty,dual_momentum,sector_momentum_top3_monthly,sector_rotation_5d_live,sector_rotation_5d_trend_filter,sector_rotation_5d_vix_filter,sector_rotation_monthly_match_live,buy_hold_btc,btc_stress_overlay
2014-02-03,95216.50386578286,100000.0,95216.50386578286,95216.50386578286,99916.24615300754,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,,
2014-02-04,95883.47143551816,100000.0,95883.47143551816,95883.47143551816,99912.08155974398,100021.84366966225,100000.0,100000.0,100000.0,100000.0,100000.0,,
2014-02-05,95763.18209616472,100000.0,95763.18209616472,95763.18209616472,99467.41663529008,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,,
2014-02-06,97026.05070884239,100000.0,97026.05070884238,97026.05070884238,100083.59964312032,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,,
2014-02-07,98228.75924724939,100000.0,98228.75924724937,98228.75924724937,100861.7688709273,100021.84366966225,100000.0,100000.0,100000.0,100000.0,100000.0,,
2014-02-10,98409.14704249769,100000.0,98409.14704249769,98409.14704249769,101086.24788132847,100000.0,100000.0,99993.75837590973,100000.0,99993.75837590973,100000.0,,
2014-02-11,99486.143824478,100000.0,99486.143824478,99486.143824478,101515.89314923066,100000.0,100000.0,100067.09472621023,100000.0,100067.09472621023,100000.0,,
2014-02-12,99535.3460975799,100000.0,99535.3460975799,99535.3460975799,101336.30546715675,100021.84366966225,100000.0,100095.59914599206,100000.0,100095.59914599206,100000.0,,
2014-02-13,100049.2330822898,100000.0,100049.23308228981,100049.23308228981,101879.7867474792,100021.84366966225,100000.0,100201.13495320122,100000.0,100201.13495320122,100000.0,,
2014-02-14,100601.3645389328,100000.0,100601.3645389328,100601.3645389328,102240.11138160316,100021.84366966225,100000.0,100318.46068330549,100000.0,100318.46068330549,100000.0,,
2014-02-18,100721.63333882764,100000.0,100721.63333882764,100721.63333882764,102405.52399988825,100000.0,100000.0,100495.86840845278,100000.0,100495.86840845278,100000.0,,
2014-02-19,100054.68630855094,100000.0,100054.68630855094,100054.68630855094,101826.10847642242,100021.84366966225,100000.0,100204.49864000436,100000.0,100204.49864000436,100000.0,,
2014-02-20,100645.10331604423,100000.0,100645.10331604426,100645.10331604426,102087.0863509481,100021.84366966225,100000.0,100545.42802630088,100000.0,100545.42802630088,100000.0,,
2014-02-21,100530.29801213984,100000.0,100530.29801213986,100530.29801213986,102232.69678829341,100000.0,100000.0,100490.37734091906,100000.0,100490.37734091906,100000.0,,
2014-02-24,101087.90323450259,100000.0,101087.9032345026,101087.9032345026,102469.44264855968,100021.84366966225,100000.0,100689.53688913063,100000.0,100689.53688913063,100000.0,,
2014-02-25,101049.65876256951,100000.0,101049.65876256952,101049.65876256952,102812.13267254778,100021.84366966225,100000.0,100695.325626053,100000.0,100695.325626053,100000.0,,
