date,spy_close,spy_200d_ma,spy_pct_from_252d_high,vix,synth_3x_qqq_nav_proxy,trend_only_position,trend_plus_vix_gate_position,trend_plus_trailing_stop_position
2022-11-02,357.73,387.92,-20.62,25.86,71703.19,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-11-03,354.04,387.56,-21.44,25.3,67498.45,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-11-04,359.14,387.25,-20.31,24.55,70752.96,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-11-07,362.57,386.99,-19.54,24.35,73084.01,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-11-08,364.53,386.74,-19.11,25.54,74678.98,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-11-09,357.02,386.48,-20.78,26.09,69506.22,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-11-10,376.64,386.32,-16.42,23.53,84889.89,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-11-11,380.28,386.18,-15.61,22.52,89579.21,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-11-14,377.05,385.98,-16.33,23.73,87224.15,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-11-15,380.27,385.76,-15.62,24.54,90841.93,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-11-16,377.36,385.51,-16.26,24.11,87118.72,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-11-17,376.21,385.24,-16.52,23.93,86538.57,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-11-18,377.92,385.02,-16.14,23.12,86544.38,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-11-21,376.54,384.79,-16.44,22.36,83870.33,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-11-22,381.61,384.59,-15.32,21.29,87491.02,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-11-23,384.02,384.38,-14.79,20.35,90122.07,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-11-25,383.93,384.14,-14.8,20.5,88340.06,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-11-28,377.8,383.91,-16.16,22.21,84448.1,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-11-29,377.15,383.72,-16.31,21.89,82527.19,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-11-30,389.03,383.59,-13.67,20.58,93810.23,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-12-01,388.75,383.43,-13.73,19.84,94152.1,SYNTH_3X_QQQ,SYNTH_3X_QQQ,SYNTH_3X_QQQ
2022-12-02,388.3,383.27,-13.83,19.06,93023.4,SYNTH_3X_QQQ,SYNTH_3X_QQQ,SYNTH_3X_QQQ
2022-12-05,381.31,383.11,-15.38,20.75,88336.2,SYNTH_3X_QQQ,SYNTH_3X_QQQ,SYNTH_3X_QQQ
2022-12-06,375.82,382.94,-16.6,22.17,82841.69,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED (stopped)
2022-12-07,375.18,382.79,-16.75,22.68,81823.98,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-12-08,378.12,382.69,-16.09,22.29,84725.98,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-12-09,375.29,382.55,-16.72,22.83,83102.0,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-12-12,380.7,382.39,-15.52,25.0,86228.01,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-12-13,383.59,382.25,-14.88,22.55,89005.63,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-12-14,381.13,382.13,-15.42,21.14,87022.62,SYNTH_3X_QQQ,SYNTH_3X_QQQ,SYNTH_3X_QQQ
2022-12-15,371.81,381.92,-17.49,22.83,78253.64,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED (stopped)
2022-12-16,367.42,381.7,-18.47,22.62,76012.41,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-12-19,364.31,381.48,-19.16,22.42,72804.77,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-12-20,364.8,381.33,-19.05,21.48,72632.01,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-12-21,370.26,381.22,-17.84,20.07,75790.06,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-12-22,364.98,381.03,-19.01,21.97,70224.61,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-12-23,367.08,380.86,-18.54,20.87,70695.71,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-12-27,365.63,380.7,-18.87,21.65,67694.53,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-12-28,361.08,380.54,-19.87,22.14,65010.76,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-12-29,367.58,380.37,-18.43,21.44,69762.24,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-12-30,366.62,380.15,-18.65,21.67,69633.99,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
