date,spy_close,spy_200d_ma,spy_pct_from_252d_high,vix,synth_3x_qqq_nav_proxy,trend_only_position,trend_plus_vix_gate_position,trend_plus_trailing_stop_position
2022-08-30,378.44,405.66,-16.02,26.21,109677.57,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-08-31,375.56,405.34,-16.66,25.87,107760.59,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-09-01,376.74,405.03,-16.4,25.56,107896.9,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-09-02,372.77,404.69,-17.28,25.47,103319.66,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-09-06,371.36,404.34,-17.59,26.91,101089.58,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-09-07,378.03,404.03,-16.11,24.64,107212.14,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-09-08,380.51,403.72,-15.56,23.61,108875.65,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-09-09,386.42,403.46,-14.25,22.79,116012.4,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-09-12,390.57,403.21,-13.33,23.87,120144.65,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-09-13,373.59,402.87,-17.1,27.27,100375.07,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-09-14,375.01,402.59,-16.78,26.16,102760.2,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-09-15,370.75,402.26,-17.73,26.27,97622.28,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-09-16,367.93,401.96,-18.36,26.3,95827.73,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-09-19,370.78,401.69,-17.72,25.76,98062.94,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-09-20,366.52,401.38,-18.67,27.16,95714.2,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-09-21,360.13,401.05,-20.09,27.99,90569.07,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-09-22,357.11,400.68,-20.76,27.35,87221.43,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-09-23,351.12,400.23,-22.08,29.92,82957.84,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-09-26,347.65,399.76,-22.86,32.26,81924.94,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-09-27,346.76,399.3,-23.05,32.6,82020.36,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
2022-09-28,353.58,398.86,-21.54,30.18,86911.98,BIL_EXTENDED,BIL_EXTENDED,BIL_EXTENDED
